,funds,index,stock_count,total_assets
0,10000.0,0,0,10000.0
1,7648.75,2,475,10000.0
2,8053.83,3,393,9995.25
3,8551.83,4,293,10010.97
4,7340.35,5,541,9983.135
5,5827.335,6,852,9972.315
6,6513.195,7,710,9942.494999999999
7,6900.69,8,631,9995.744999999999
8,5019.965,9,1016,9983.125
9,6269.245,10,760,9978.045
10,7039.6449999999995,11,600,9928.644999999999
11,7521.28,12,501,9958.645
12,8192.65,13,363,9958.645
13,8563.525,14,288,9987.685
14,8972.98,15,207,10019.365
15,9173.83,16,168,10039.03
16,9364.01,17,131,10037.35
17,7276.1,18,538,10036.04
18,5298.22,19,932,9976.86
19,3992.1500000000005,20,1194,9944.24
20,5639.900000000001,21,856,9812.900000000001
21,4832.080000000001,22,1025,9731.580000000002
22,3481.720000000001,23,1304,9793.080000000002
23,4170.420000000001,24,1162,9806.12
24,4979.670000000001,25,996,9835.170000000002
25,6391.435000000001,26,707,9845.130000000001
26,6766.115000000002,27,631,9876.945000000002
27,7260.510000000002,28,530,9854.860000000002
28,8028.240000000002,29,373,9852.210000000001
29,8493.840000000002,30,277,9837.29
30,8738.130000000003,31,226,9820.670000000002
31,9057.570000000003,32,160,9831.970000000003
32,6776.730000000003,33,618,9854.370000000003
33,5046.730000000003,34,964,9866.730000000003
34,5598.380000000003,35,854,9881.190000000002
35,4499.275000000003,36,1071,9923.890000000003
36,3661.4550000000036,37,1234,10004.215000000004
37,5362.385000000004,38,905,10041.235000000004
38,6231.935000000004,39,735,9991.460000000005
39,6838.835000000004,40,616,9980.435000000003
40,5546.005000000004,41,869,9986.595000000005
41,4055.345000000004,42,1161,9982.250000000004
42,5575.205000000004,43,869,10098.350000000004
43,4522.970000000004,44,1070,10124.420000000004
44,3527.370000000004,45,1260,10129.770000000004
45,3084.520000000004,46,1345,10091.970000000005
46,2181.520000000004,47,1520,10024.720000000005
47,4091.440000000004,48,1152,10070.320000000003
48,3407.680000000004,49,1284,10058.800000000003
49,2505.555000000004,50,1459,10026.700000000004
50,4054.815000000004,51,1157,9990.225000000006
51,5495.850000000004,52,878,10030.720000000005
52,6082.925000000004,53,763,9978.040000000005
53,5352.850000000004,54,908,9924.630000000005
54,4449.250000000004,55,1088,9911.010000000002
55,3184.0350000000035,56,1347,9764.130000000003
56,2659.3350000000037,57,1453,9851.685000000005
57,2235.555000000004,58,1537,9989.720000000005
58,1690.9250000000038,59,1644,10058.885000000002
59,1313.8800000000037,60,1717,10182.185000000005
60,958.5800000000038,61,1785,10285.205000000004
61,832.9400000000038,62,1809,10303.055000000004
62,3586.4600000000037,63,1281,10266.875000000004
63,4751.960000000004,64,1056,10222.040000000005
64,4086.680000000004,65,1182,10327.640000000003
65,3001.820000000004,66,1378,10629.050000000005
66,2666.720000000004,67,1438,10697.950000000004
67,4500.380000000004,68,1104,10561.340000000004
68,4011.470000000004,69,1190,10776.620000000004
69,3148.300000000004,70,1344,10681.420000000006
70,4483.795000000004,71,1107,10721.740000000003
71,5918.170000000004,72,852,10710.670000000004
72,7314.730000000003,73,599,10621.210000000003
73,5640.850000000003,74,911,10528.365000000003
74,6325.030000000003,75,785,10587.580000000004
75,5613.280000000003,76,915,10622.905000000002
76,4867.320000000003,77,1051,10632.055000000004
77,6480.915000000004,78,760,10695.115000000003
78,5446.140000000004,79,949,10641.915000000005
79,4094.890000000004,80,1199,10575.485000000004
80,5542.090000000004,81,931,10569.490000000005
81,6527.6200000000035,82,749,10583.455000000004
82,5209.345000000004,83,992,10590.945000000003
83,3985.345000000004,84,1217,10605.825000000004
84,5916.715000000004,85,860,10569.315000000004
85,4339.490000000003,86,1159,10453.215000000004
86,5048.915000000004,87,1024,10430.035000000003
87,6470.465000000004,88,754,10440.275000000003
88,5039.385000000004,89,1023,10481.745000000004
89,3600.225000000004,90,1291,10532.895000000004
90,2773.345000000004,91,1443,10623.265000000003
91,2423.695000000004,92,1506,10781.995000000004
92,2021.1000000000038,93,1579,10729.285000000003
93,1440.220000000004,94,1685,10674.020000000004
94,3041.680000000004,95,1398,10842.520000000004
95,2702.080000000004,96,1458,10954.360000000004
96,2181.2800000000043,97,1551,10866.880000000003
97,3667.930000000004,98,1286,10882.390000000003
98,2630.170000000004,99,1478,10618.760000000004
99,4305.210000000005,100,1174,10773.950000000004
100,5244.930000000005,101,1010,11032.230000000005
101,6047.505000000005,102,875,11249.380000000005
102,5021.405000000004,103,1030,11840.005000000005
103,3795.6250000000045,104,1197,12581.605000000003
104,5125.070000000005,105,1016,12587.590000000006
105,4185.070000000005,106,1141,12765.390000000005
106,5236.930000000006,107,1000,12696.930000000008
107,6541.350000000006,108,827,12776.930000000006
108,5344.890000000006,109,980,13008.490000000005
109,4072.185000000006,110,1141,13091.790000000005
110,5367.465000000006,111,973,12869.295000000006
111,6425.950000000006,112,834,12776.860000000006
112,5668.600000000006,113,936,12618.400000000005
113,4344.0000000000055,114,1121,12370.360000000006
114,5541.200000000005,115,957,12527.300000000005
115,7099.400000000005,116,745,12575.150000000005
116,8551.955000000005,117,554,12765.125000000005
117,6538.165000000005,118,831,12579.535000000005
118,5665.480000000005,119,960,12159.880000000005
119,7051.970000000005,120,757,12222.280000000006
120,8493.570000000005,121,545,12199.570000000005
121,9396.450000000004,122,413,12221.370000000004
122,9819.910000000003,123,351,12217.240000000003
123,7186.525000000003,124,742,12183.895000000004
124,8148.145000000003,125,601,12246.965000000004
