date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2018-11-01,2.89,2.92,2.74,2.73,80134.47,-0.12,-4.2,2.664,2.559,2.659,57199.46,49814.69,37949.81
2018-10-31,2.6,2.86,2.86,2.6,79524.8,0.26,10.0,2.616,2.512,2.676,46885.57,48589.44,35072.55
2018-10-30,2.52,2.7,2.6,2.49,41113.02,0.05,1.96,2.546,2.478,2.688,39352.87,41976.66,32206.94
2018-10-29,2.55,2.59,2.55,2.46,40448.0,-0.02,-0.78,2.52,2.468,2.712,43443.58,39886.86,31411.59
2018-10-26,2.49,2.65,2.57,2.49,44777.0,0.07,2.8,2.512,2.475,2.74,43968.86,37524.42,30632.65
2018-10-25,2.45,2.54,2.5,2.38,28565.02,-0.01,-0.4,2.454,2.491,2.767,42429.92,35321.25,29333.07
2018-10-24,2.54,2.57,2.51,2.46,41861.3,0.04,1.62,2.408,2.52,2.799,50293.32,36054.75,29545.52
2018-10-23,2.7,2.7,2.47,2.42,61566.59,-0.04,-1.59,2.41,2.576,2.83,44600.46,34499.5,29145.43
2018-10-22,2.33,2.51,2.51,2.33,43074.41,0.23,10.09,2.416,2.629,2.864,36330.14,29462.94,29249.3
2018-10-19,2.15,2.29,2.28,2.15,37082.28,0.01,0.44,2.438,2.676,2.888,31079.97,27949.96,27870.58
2018-10-18,2.5,2.52,2.27,2.27,67882.0,-0.25,-9.92,2.528,2.758,2.927,28212.59,26084.94,26469.27
2018-10-17,2.51,2.55,2.52,2.47,13397.0,0.02,0.8,2.632,2.84,2.966,21816.18,21555.65,23465.9
2018-10-16,2.61,2.64,2.5,2.5,20215.0,-0.12,-4.58,2.742,2.897,2.992,24398.54,22437.22,23206.94
2018-10-15,2.72,2.74,2.62,2.58,16823.59,-0.11,-4.03,2.842,2.955,3.022,22595.74,22936.32,22706.31
2018-10-12,2.79,2.81,2.73,2.57,22745.34,-0.06,-2.15,2.914,3.005,3.047,24819.94,23740.88,22359.96
2018-10-11,2.97,2.99,2.79,2.76,35899.99,-0.28,-9.12,2.988,3.043,3.064,23957.29,23344.89,21556.74
2018-10-10,3.0,3.15,3.07,2.96,26308.79,0.07,2.33,3.048,3.077,3.08,21295.12,23036.3,20298.64
2018-10-09,2.98,3.02,3.0,2.95,11201.0,0.02,0.67,3.052,3.083,3.084,20475.9,23791.37,19891.51
