date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2018-11-01,4.97,4.98,4.92,4.91,501908.69,-0.03,-0.61,4.896,4.88,5.041,450854.7,500144.6,525450.63
2018-10-31,4.89,4.97,4.95,4.85,511032.16,0.07,1.43,4.876,4.86,5.076,425444.3,489106.73,526500.48
2018-10-30,4.78,4.93,4.88,4.72,356364.16,0.07,1.46,4.854,4.85,5.108,399831.78,477016.56,536916.81
2018-10-29,4.89,4.93,4.81,4.79,323491.59,-0.11,-2.24,4.844,4.841,5.143,468180.99,503558.23,565926.38
2018-10-26,4.87,5.04,4.92,4.87,561476.88,0.1,2.08,4.886,4.859,5.168,551312.57,550344.22,582785.03
2018-10-25,4.68,4.86,4.82,4.65,374856.72,-0.02,-0.41,4.864,4.892,5.178,549434.49,547929.61,585942.29
2018-10-24,4.79,4.91,4.84,4.78,382969.56,0.01,0.21,4.844,4.921,5.198,552769.15,578831.25,603689.27
2018-10-23,5.0,5.02,4.83,4.78,698110.19,-0.19,-3.79,4.846,4.987,5.215,554201.34,594881.37,629992.43
2018-10-22,4.83,5.08,5.02,4.83,739149.5,0.21,4.37,4.838,5.062,5.233,538935.47,564426.35,651565.84
2018-10-19,4.63,4.84,4.81,4.51,552086.5,0.09,1.91,4.832,5.113,5.282,549375.87,545642.92,667202.92
2018-10-18,4.82,4.83,4.72,4.7,391530.0,-0.13,-2.68,4.92,5.201,5.331,546424.72,550756.66,670264.66
2018-10-17,4.9,4.91,4.85,4.75,390130.53,0.06,1.25,4.998,5.291,5.386,604893.34,563894.23,687042.67
2018-10-16,4.99,5.06,4.79,4.76,621780.81,-0.2,-4.01,5.128,5.365,5.434,635561.39,596817.05,715920.33
2018-10-15,5.21,5.22,4.99,4.97,791351.5,-0.26,-4.95,5.286,5.444,5.472,589917.23,628294.53,708978.2
2018-10-12,5.07,5.28,5.25,5.07,537330.75,0.14,2.74,5.394,5.476,5.496,541909.97,615225.85,694150.21
2018-10-11,5.29,5.36,5.11,5.02,683873.12,-0.39,-7.09,5.482,5.464,5.508,555088.59,623954.98,704535.48
2018-10-10,5.61,5.64,5.5,5.47,543470.75,-0.08,-1.43,5.584,5.474,5.538,522895.11,628547.28,710019.94
2018-10-09,5.53,5.66,5.58,5.52,393560.03,0.05,0.9,5.602,5.443,5.55,558072.72,665103.49,720055.72
2018-10-08,5.57,5.67,5.53,5.52,551315.19,-0.16,-2.81,5.602,5.403,5.56,666671.84,738705.33,761699.09
2018-09-28,5.6,5.7,5.69,5.52,603223.88,0.07,1.25,5.558,5.45,5.558,688541.72,788762.93,772035.82
2018-09-27,5.62,5.73,5.62,5.6,522905.69,0.03,0.54,5.446,5.46,5.552,692821.36,789772.66,781007.64
2018-09-26,5.62,5.75,5.59,5.54,719358.81,0.01,0.18,5.364,5.48,5.546,734199.46,810191.11,799815.9
2018-09-25,5.35,5.65,5.58,5.35,936555.62,0.27,5.08,5.284,5.502,5.541,772134.26,835023.61,839560.36
2018-09-21,5.15,5.33,5.31,5.14,660664.62,0.18,3.51,5.204,5.499,5.563,810738.81,789661.87,819474.56
2018-09-20,5.19,5.26,5.13,5.12,624622.06,-0.08,-1.54,5.342,5.515,5.601,888984.14,773074.58,818684.49
2018-09-19,5.18,5.3,5.21,5.14,729796.19,0.02,0.39,5.474,5.552,5.654,886723.96,785115.98,816630.1
2018-09-18,5.0,5.22,5.19,4.92,909032.81,0.01,0.19,5.596,5.601,5.701,886182.76,791492.6,844627.24
2018-09-17,5.2,5.45,5.18,5.18,1129578.38,-0.58,-10.07,5.72,5.656,5.768,897912.96,775007.95,838168.03
2018-04-13,5.84,6.03,6.0,5.79,1051891.25,0.21,3.63,5.794,5.716,5.842,768584.92,784692.86,815634.24
2018-04-12,5.8,5.84,5.79,5.71,613321.19,-0.03,-0.52,5.688,5.665,5.875,657165.02,755308.7,817343.46
2018-04-11,5.93,5.96,5.82,5.79,727090.19,0.01,0.17,5.63,5.644,5.915,683507.99,772242.62,838777.08
2018-04-10,5.61,5.88,5.81,5.61,967683.81,0.26,4.68,5.606,5.611,5.96,696802.43,789440.68,868231.34
2018-04-09,5.47,5.58,5.55,5.47,482938.16,0.08,1.46,5.592,5.579,5.999,652102.93,844097.1,893973.68
2018-04-04,5.55,5.6,5.47,5.46,494791.75,-0.03,-0.55,5.638,5.626,6.059,800800.8,849287.26,925708.65
2018-04-03,5.56,5.62,5.5,5.45,745036.06,-0.2,-3.51,5.642,5.686,6.122,853452.39,864294.39,989258.04
2018-04-02,5.75,5.9,5.7,5.7,793562.38,-0.04,-0.7,5.658,5.756,6.201,860977.25,848144.22,1062800.99
2018-03-30,5.71,5.81,5.74,5.66,744186.31,-0.04,-0.69,5.616,5.8,6.241,882078.93,897761.88,1096662.91
2018-03-29,5.56,5.85,5.78,5.48,1226427.5,0.29,5.28,5.566,5.88,6.289,1036091.26,901328.11,1132291.73
2018-03-28,5.46,5.67,5.49,5.41,758049.69,-0.09,-1.61,5.614,5.967,6.353,897773.73,846575.62,1149686.98
2018-03-27,5.61,5.66,5.58,5.52,782660.38,0.09,1.64,5.73,6.085,6.436,875136.4,879378.21,1204106.13
2018-03-26,5.35,5.49,5.49,5.22,899070.75,0.0,0.0,5.854,6.185,6.501,835311.19,905311.54,1249158.5
2018-03-23,5.7,5.75,5.49,5.42,1514248.0,-0.53,-8.8,5.984,6.308,6.585,913444.84,947021.99,1317580.77
2018-03-22,6.11,6.14,6.02,6.01,534839.81,-0.05,-0.82,6.194,6.418,6.668,766564.96,943850.27,1360182.41
2018-03-21,6.23,6.27,6.07,6.04,644863.06,-0.13,-2.1,6.32,6.491,6.711,795377.51,1002130.04,1457001.66
2018-03-20,6.08,6.23,6.2,6.04,583534.31,0.06,0.98,6.44,6.557,6.743,883620.02,1114221.69,1539992.03
2018-03-19,6.43,6.43,6.14,6.13,1289739.0,-0.4,-6.12,6.516,6.645,6.737,975311.9,1277457.76,1565220.62
2018-03-16,6.69,6.75,6.54,6.54,779848.62,-0.11,-1.65,6.632,6.681,6.729,980599.15,1295563.94,1560399.71
2018-03-15,6.62,6.72,6.65,6.54,678902.56,-0.02,-0.3,6.642,6.698,6.693,1121135.57,1363255.35,1623873.78
2018-03-14,6.5,6.76,6.67,6.47,1086075.62,0.09,1.37,6.662,6.738,6.677,1208882.56,1452798.34,1668013.93
2018-03-13,6.7,6.8,6.58,6.56,1041993.69,-0.14,-2.08,6.674,6.786,6.656,1344823.36,1528834.06,1715331.78
2018-03-12,6.65,6.84,6.72,6.49,1316175.25,0.13,1.97,6.774,6.816,6.643,1579603.62,1593005.45,1782058.67
2018-03-09,6.71,6.75,6.59,6.44,1482530.75,-0.16,-2.37,6.73,6.861,6.648,1610528.72,1688139.55,1845438.83
2018-03-08,6.71,6.92,6.75,6.65,1117637.5,0.02,0.3,6.754,6.918,6.653,1605375.12,1776514.55,1921322.66
2018-03-07,6.98,7.03,6.73,6.66,1765779.62,-0.35,-4.94,6.814,6.931,6.631,1696714.12,1911873.27,2002710.88
2018-03-06,6.57,7.15,7.08,6.5,2215895.0,0.58,8.92,6.898,6.928,6.612,1712844.75,1965762.36,2063389.54
2018-03-05,6.71,6.82,6.5,6.38,1470800.75,-0.21,-3.13,6.858,6.829,6.566,1606407.27,1852983.47,2167167.71
2018-03-02,6.88,6.94,6.71,6.67,1456762.75,-0.34,-4.82,6.992,6.777,6.534,1765750.37,1825235.47,2120258.45
2018-03-01,7.03,7.27,7.05,6.93,1574332.5,-0.1,-1.4,7.082,6.687,6.465,1947653.97,1884492.21,2082458.86
2018-02-28,6.82,7.18,7.15,6.76,1846432.75,0.27,3.92,7.048,6.615,6.382,2127032.42,1883229.52,2056105.78
2018-02-27,7.26,7.28,6.88,6.86,1683707.62,-0.29,-4.04,6.958,6.526,6.289,2218679.97,1901829.5,1995424.01
2018-02-26,7.26,7.43,7.17,7.06,2267516.25,0.01,0.14,6.8,6.47,6.211,2099559.67,1971111.89,1947234.3
2018-02-23,6.87,7.18,7.16,6.72,2366280.75,0.28,4.07,6.562,6.434,6.118,1884720.57,2002738.11,1883097.93
2018-02-22,6.88,6.91,6.88,6.64,2471224.75,0.18,2.69,6.292,6.387,6.024,1821330.45,2066130.76,1814721.71
2018-02-14,6.1,6.7,6.7,6.09,2304670.5,0.61,10.02,6.182,6.331,5.941,1639426.62,2093548.49,1734422.12
2018-02-13,6.09,6.24,6.09,6.04,1088106.12,0.11,1.84,6.094,6.296,5.861,1584979.02,2161016.71,1646761.27
2018-02-12,5.89,6.03,5.98,5.83,1193320.75,0.17,2.93,6.14,6.302,5.808,1842664.1,2481351.95,1609193.26
2018-02-09,6.23,6.28,5.81,5.75,2049330.12,-0.52,-8.21,6.306,6.29,5.759,2120755.65,2415281.43,1590793.1
2018-02-08,6.23,6.45,6.33,6.17,1561705.62,0.07,1.12,6.482,6.242,5.727,2310931.07,2280425.51,1529656.32
2018-02-07,6.51,6.63,6.26,6.24,2032432.5,-0.06,-0.95,6.48,6.148,5.666,2547670.35,2228982.03,1473115.54
2018-02-06,6.62,6.76,6.32,6.26,2376531.5,-0.49,-7.2,6.498,6.051,5.611,2737054.4,2089018.53,1398619.63
2018-02-05,6.6,6.92,6.81,6.55,2583778.5,0.12,1.79,6.464,5.952,5.555,3120039.8,1923356.72,1306624.76
2018-02-02,6.3,6.82,6.69,6.12,3000207.25,0.37,5.85,6.274,5.801,5.474,2709807.21,1763457.75,1218991.41
2018-02-01,6.39,6.68,6.32,6.24,2745402.0,-0.03,-0.47,6.002,5.66,5.395,2249919.94,1563312.65,1090979.81
2018-01-31,6.08,6.42,6.35,6.05,2979352.75,0.2,3.25,5.816,5.55,5.336,1910293.71,1375295.76,984711.53
2018-01-30,6.21,6.45,6.15,6.12,4291458.5,0.29,4.95,5.604,5.426,5.273,1440982.65,1132505.82,863270.54
2018-01-29,5.86,5.86,5.86,5.86,532615.56,0.53,9.94,5.44,5.314,5.219,726673.64,737034.57,676325.49
2018-01-26,5.36,5.36,5.33,5.28,700770.88,-0.06,-1.11,5.328,5.227,5.174,817108.29,766304.77,666409.42
2018-01-25,5.33,5.42,5.39,5.27,1047270.88,0.1,1.89,5.318,5.212,5.155,876705.36,778887.14,653528.07
2018-01-24,5.33,5.35,5.29,5.22,632797.44,-0.04,-0.75,5.284,5.184,5.129,840297.81,717249.05,615385.38
2018-01-23,5.3,5.33,5.33,5.22,719913.44,0.03,0.57,5.248,5.17,5.106,824028.99,708220.72,593556.29
2018-01-22,5.3,5.39,5.3,5.27,984788.81,0.02,0.38,5.188,5.158,5.081,747395.49,689892.8,569329.28
2018-01-19,5.22,5.29,5.28,5.18,998756.25,0.06,1.15,5.126,5.147,5.061,715501.25,674525.07,528715.8
2018-01-18,5.12,5.28,5.22,5.1,865233.12,0.11,2.15,5.106,5.13,5.042,681068.92,618646.96,490871.58
2018-01-17,5.03,5.11,5.11,4.94,551453.31,0.08,1.59,5.084,5.122,5.024,594200.29,594127.29,460747.68
2018-01-16,5.01,5.06,5.03,4.98,336745.97,0.04,0.8,5.092,5.119,5.015,592412.46,594035.26,443307.88
2018-01-15,5.15,5.15,4.99,4.96,825317.62,-0.19,-3.67,5.128,5.124,5.01,632390.11,615616.41,440150.11
2018-01-12,5.11,5.29,5.18,5.11,826594.56,0.07,1.37,5.168,5.121,5.001,633548.88,566514.07,414298.11
2018-01-11,5.14,5.19,5.11,5.08,430889.97,-0.04,-0.78,5.154,5.097,4.988,556225.01,528169.0,381934.28
2018-01-10,5.18,5.23,5.15,5.09,542514.19,-0.06,-1.15,5.16,5.073,4.979,594054.3,513521.72,370296.83
2018-01-09,5.19,5.24,5.21,5.14,536634.19,0.02,0.39,5.146,5.042,4.968,595658.06,478891.85,354464.59
